alim_grp_nom_fr;alim_nom_fr;Energie;Eau;Proteines;Glucides;Lipides;Sucres;Fructose;Galactose;Glucose;Lactose;Maltose;Saccharose;Amidon;Fibres alimentaires;Polyols totaux;Cendres;Alcool;Acides organiques;AG satures;AG monoinsatures;AG polyinsatures;AG 4:0, butyrique;AG 6:0, caproeque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stearique;AG 18:1 9c(n9), oleique;AG 18:2 9c,12c(n6), linoleique;AG 18:3 c9,c12,c15(n3), alphalinolenique;AG 20:4 5c,8c,11c,14c(n6), arachidonique;AG 20:5 5c,8c,11c,14c,17c(n3) EPA;AG 22:6 4c,7c,10c,13c,16c,19c(n3) DHA;Cholesterol(mg/100g);Sel chlorure de sodium;Calcium(mg/100g);Chlorure(mg/100g);Cuivre(mg/100g);Fer(mg/100g);Iode(eg/100g);Magnesium(mg/100g);Manganese(mg/100g);Phosphore(mg/100g);Potassium(mg/100g);Selenium(eg/100g);Sodium(mg/100g);Zinc(mg/100g);Retinol(eg/100g);BetaCarotene(eg/100g);Vitamine D(eg/100g);Vitamine à(mg/100g);Vitamine K1(eg/100g);Vitamine K2(eg/100g);Vitamine C(mg/100g);Vitamine B1 ou Thiamine(mg/100g);Vitamine B2 ou Riboflavine(mg/100g);Vitamine B3 ou PP ou Niacine(mg/100g);Vitamine B5 ou Acide pantothenique(mg/100g);Vitamine B6(mg/100g);Vitamine B9 ou Folates totaux(eg/100g);Vitamine B12(eg/100g)
fruits. legumes. legumineuses et oleagineux;Rutabaga. cru;;89.5;1.17;5.7;0.13;4.46;1.61;0;2.3;0;0.02;0.53;0.4;2.6;;0.66;0;traces;23;0.02;68;0;0;0;0;0;0;0.02;3;12;18;0.03;0;0;0;0;28;45.2;;31;0.35;0.5;17;0.14;47.8;349;0;11;0.21;0;1;0;0.3;0.3;;33;68;0.04;1.25;0.14;0.11;24;0
fruits. legumes. legumineuses et oleagineux;Haricot beurre. surgele. cru;;89.9;2;4.9;0.17;2.5;;;;;;;;2.33;;0.53;0;traces;47;8;0.11;0;0;0;0;0;0;39;7;;;;;0;0;0;0.0092;51;;49;0.78;0.4;22;0.39;32;186;;2.5;0.26;0;;0;;;;16;99;92;0.5;85;42;15;0
fruits. legumes. legumineuses et oleagineux;Brocoli. surgele. cru;;91.5;2.79;1.56;0.44;1.24;0.53;;0.49;;0.3;0.23;;2.77;;0.63;0;traces;97;13;0.2;0;0;0;0;0;0;24;6;1;0.00085;0.0043;0;;0;0;0.05;48.5;;36;0.77;;17;0.26;54.5;231;2.8;21.4;0.41;0;675;0;1.29;101;;62.3;63;0.11;0.46;0.24;0.18;80.5;0
fruits. legumes. legumineuses et oleagineux;Chou de Bruxelles. surgele. cru;;86.3;3.43;4.5;0.33;2.35;;;;;;;;4.28;;0.89;0;traces;62;16;0.18;0;0;0.0023;0;0;0.00077;55;0.0035;14;42;0.14;0;0;0;0;29;34;;43;0.82;0.25;22;0.29;65.5;427;1.1;14;0.37;0;370;0;0.34;250;;77.5;0.12;0.11;0.69;0.35;0.19;93.5;0
fruits. legumes. legumineuses et oleagineux;Carotte. surgelee. crue;;90.9;0.63;4.99;0.27;4.73;0.31;0;0.4;0;0;4.03;0.26;2.76;;0.61;0;traces;67;0.01;0.19;0;0;0;0;2;1;0.03;1;4;0.11;7;0;0;0;0;0.15;34.9;;74;0.41;;12;0.17;33;235;;51;0.33;0;12800;0;0.57;17.6;;4.32;44;37;0.46;0.19;95;10;0
fruits. legumes. legumineuses et oleagineux;Concombre. pulpe. cru;14.7;96.3;0.56;2.23;0.5;1.8;1;0;0.8;0.2;0.2;0.2;0.35;0.8;0.5;0.41;0;21;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.013;16;20;0.02;0.14;20;8.9;0.11;25;140;20;5;0.13;0;24.3;0;0.08;2.75;;3.52;0.015;0.01;0.1;0.15;42;7.2;0
fruits. legumes. legumineuses et oleagineux;Petits pois et carottes. surgeles. crus;;82.3;3.89;7.1;0.37;3.43;0.26;;0.31;;0.3;2.86;;4.3;;0.62;0;traces;97;0.03;0.17;0;0;0;0;1;0;74;8;;;;;0;0;0;82;29.5;;89;1.2;;18;0.24;60;194;;31.3;0.52;0;;0;;;;13.6;0.19;81;1.41;0.2;0.1;36;0
fruits. legumes. legumineuses et oleagineux;Roquette. crue;;91.7;2.58;2.1;0.66;2.05;;;;;;;;1.6;;1.4;0;traces;86;49;0.32;0;0;0;0;3;0;72;4;;;;;0;0;0;68;160;;76;1.46;;47;0.32;52;369;;27;0.47;0;1420;0;0.43;109;;15;44;86;0.31;0.44;73;97;0
fruits. legumes. legumineuses et oleagineux;Chou frise. cru;;82.8;4.33;4.2;1.07;2.26;0.82;;0.54;;0;0.7;;4.9;;1.91;0;traces;0.12;43;0.54;0;0;0;0;2;3;0.11;4;;0.14;0.4;0;0;0;0;91;185;;0.8;1.74;1.4;33.5;0.58;83;378;2.1;36.5;0.59;0;5930;0;3.47;477;;145;0.13;0.21;1.9;0.55;0.31;101;0
fruits. legumes. legumineuses et oleagineux;Champignon de Paris ou champignon de couche. surgele. cru;15.9;93.2;1.8;0.83;0.25;0.25;;;;;;;;1.97;0.5;31;0;traces;0.1;;;;;;;;;;;;;;;;;;0.02;10;;;0.8;;;;;;;5;;;;;;;;4;;;;;;;
fruits. legumes. legumineuses et oleagineux;Courgette. pulpe et peau. surgelee. crue;;94.6;1.19;2.18;0.14;1.56;0.86;;0.7;;0.3;0.3;;1.48;;0.47;0;traces;27;0.01;56;0;0;0;0;0.00096;0;23;0.0029;;;;;0;0;0;19;20;;0.05;0.64;;13;0.24;28;218;;8.36;0.21;0;119;0;0.12;4.2;;9.32;48;42;0.43;0.3;0.05;10;0
fruits. legumes. legumineuses et oleagineux;Crosne. surgele. cru;;;1.4;8.7;0;0.5;;;;;;;;0;;0.0025;0;traces;0;;;;;;;;;;;;;;;;;;0.0025;;;;;;;;;;;1;;;;;;;;;;;;;;;
fruits. legumes. legumineuses et oleagineux;Artichaut. fond. surgele. cru;;84.7;2.08;8.09;0.43;1.89;;;;;;;;7.54;;0.18;0;traces;0.1;;;;;;;;;;;;;;;;;;0.18;;;;;;;;;;;45;;;;;;;;;;;;;;;
fruits. legumes. legumineuses et oleagineux;Maes doux. surgele. cru;;71.8;3.28;19.8;0.78;3.78;0.56;0;0.59;0;0.21;2.41;;2.8;;0.65;0;traces;0.12;0.23;0.37;;;;;;;0.11;7;;;;;;;0;13;4;;51;0.68;;32;0.16;87;294;;5;0.7;0;61;0;0.09;0.4;;7.2;0.1;88;1.68;0.29;0.18;40;0
fruits. legumes. legumineuses et oleagineux;Navet. surgele. cru;;95.7;0.82;2;0.18;1.9;;;;;;;;1.85;;0.26;0;traces;17;0.01;85;;;;;;;15;1;;;;;;;0;66;23;;45;0.7;;10;71;20;137;;25;0.14;0;;0;;;;4.4;0.03;0.02;0.4;0.11;48;8;0
fruits. legumes. legumineuses et oleagineux;Oignon. surgele. cru;;91.1;1;5.39;0.12;4.59;;;;;;;;2.65;;0.34;0;traces;17;9;31;0;0;0;0;0;0;16;0.00097;9;27;0.0041;0;0;0;0;0.02;26.5;;35;0.4;;8.5;0.1;22.5;133;;9.43;95;0;1;0;45;0.4;;5.65;28;26;0.16;0.1;84;19;0
fruits. legumes. legumineuses et oleagineux;Poireau. surgele. cru;26.7;93.2;1.42;3.35;0.29;2.95;1.67;;1.28;;0.3;0.3;;2.55;56;0.42;0;traces;0.25;;;;;;;;;;;;;;;;;;16;63;;;0.8;;;;;;;6.75;;;;;;;;26;;;;;;;
fruits. legumes. legumineuses et oleagineux;Salsifis. surgele. cru;;85.8;2.65;4.15;0.15;2.5;;;;;;;;5.8;;43;0;traces;0;;;;;;;;;;;;;;;;;;43;;;;;;;;;;;16;;;;;;;;;;;;;;;
fruits. legumes. legumineuses et oleagineux;Oignon rouge. cru;36.3;90.3;1.31;5.63;0.4;5.2;1.7;;2.2;0.2;0.2;1.3;0.35;2.5;0.5;0.45;0;0.12;0.14;0.13;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.08;0.04;0.13;0.07;0.01;0.01;0.01;0.01;;0.013;22;20.7;0.05;0.19;20;9;0.12;29;190;20;5;0.21;;5;;0.12;0.8;;4.09;29;0.01;0.18;0.15;49;10.9;
fruits. legumes. legumineuses et oleagineux;Oignon jaune. cru;37.8;89;1.19;6.39;0.5;0.2;0.2;;0.2;0.2;0.2;0.2;0.35;2.6;0.5;0.44;0;0.13;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;;0.013;13;21.8;0.04;0.1;20;5.4;0.07;28;150;20;5;0.1;;5;;0.08;0.8;;2.08;26;0.01;0.13;0.14;64;13;
fruits. legumes. legumineuses et oleagineux;Legumes pour potages. surgeles. crus;34.1;89.2;1.44;4.69;0.44;2.5;0.48;;0.8;0.2;0.23;0.68;;2.86;48;0.5;0;traces;0.11;0.1;0.1;;;;;;;;;;;;;;;;52;37;;;1;;;;;;;16.9;;;;;;;;25;;;;;;;
fruits. legumes. legumineuses et oleagineux;Julienne ou brunoise de legumes. surgelee. crue;;;1.19;4.08;0.25;3.13;;;;;;;;2.28;;0.15;0;traces;0.1;;;;;;;;;;;;;;;;;;0.1;43.5;;;0.55;;;;;;;54.5;;;;;;;;9;;;;;;;
fruits. legumes. legumineuses et oleagineux;Legumes pour ratatouille. surgeles;;94.2;1.01;3.23;89;2.88;1.38;;1.33;0.3;0.3;0.3;;1.67;;0.43;0;traces;0;;0;;;;;;;;;;;;;;;;0.11;;;;;;;;;;;34;;;;;;;;;;;;;;;
fruits. legumes. legumineuses et oleagineux;Printaniere de legumes. surgelee. crue(haricots verts. carottes. pomme de terre. petits pois. oignons);;85.7;2.4;8.48;78;2.62;0.55;;0.58;;0.3;1.49;;3.62;;0.54;0;traces;0;;;;;;;;;;;;;;;;;;0.04;;;;;;;;;;;16.7;;;;;;;;16;;;;;;;
fruits. legumes. legumineuses et oleagineux;Haricot plat. cru;;92.2;1.93;4.47;0.12;1.3;0.7;;0.6;;0.3;0.3;;2.97;;0.33;0;traces;0;;;;;;;;;;;;;;;;;;49;60;;;0.8;;;;;;;2;;;;;;;;16;;;;;;;
fruits. legumes. legumineuses et oleagineux;epinard. jeunes pousses pour salades. cru;18.3;93.7;2.06;0.85;0.4;traces;0.2;;0.2;0.2;0.2;0.2;0.35;2.4;0.5;1.71;0;0.11;0.09;0.06;0.21;0.01;0.01;0.01;0.01;0.01;0.01;0.08;0.01;0.06;0.04;0.17;0.01;0.01;0.01;;63;110;70.1;0.08;1.8;60;44;0.62;32;580;20;25;0.43;;2810;0.25;0.56;75.5;;6.04;41;57;0.26;0.2;0.15;78.6;
fruits. legumes. legumineuses et oleagineux;Mesclun ou salade. melange de jeunes pousses;;;2;2.5;0;0;;;;;;;;2;;48;0;traces;0;;;;;;;;;;;;;;;;;;48;;;;;;;;;;;19;;;;;;;;;;;;;;;
fruits. legumes. legumineuses et oleagineux;Tomate ronde. crue;20.3;94.1;0.5;3.59;0.5;2.8;1.6;;1.2;0.2;0.2;0.2;0.35;1;0.5;0.52;0;35;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;;0.013;6.8;34.3;0.02;0.17;20;7;0.1;20;210;20;5;0.08;;807;;0.38;1.13;;16.3;;0.01;0.45;61;0.07;13.5;
fruits. legumes. legumineuses et oleagineux;Asperge. verte. crue;;92.5;2.46;2.03;0.27;1.5;;;;;;;;2.15;;0.5;0;traces;69;7;0.16;;;;;;;67;2;5;0.15;13;;;;0;14;22.4;;;1;;12.2;;85.5;267;;3.85;;0;;0;;;;15.5;;;;;0.15;150;0
fruits. legumes. legumineuses et oleagineux;Chou romanesco ou brocoli à pomme. cru;;89.8;2.93;2.2;0.4;2.2;;;;;;;;2.35;;0.88;0;traces;47;28;0.13;0;0;0;0;0;0;38;4;;;;;0;0;0;39;34.5;;41;0.92;;20;0.25;62;300;;15.5;0.64;0;93;0;0.04;20.2;;70.6;0.08;0.1;0.73;0.7;0.22;57;0
fruits. legumes. legumineuses et oleagineux;Asperge. blanche ou violette. pelee. crue;;92.4;2.5;2.5;0.3;;;;;;;;;1.8;;0.6;0;traces;0.07;6;0.17;;;;;;;68;2;5;0.15;14;;;;0;19;16.6;;;;;7.3;;42.5;169;;7.7;;0;;0;;;;18;;;;;72;150;0
fruits. legumes. legumineuses et oleagineux;Salicorne(Salicornia sp.). fraeche;;92.2;0.67;1.1;0.24;;;;;;;;;2.46;;3.34;0;traces;;;;;;;;;;;;;;;;;;;2.56;34.3;;0.07;4.89;0;75.3;0.7;19.5;119;;1020;0.48;;;;0.51;;;;;;;;;;
fruits. legumes. legumineuses et oleagineux;Salade sucrine. crue;17.9;94.8;1.13;2.58;0.3;1.78;0.98;0.1;0.8;0.1;0.1;0.1;;0.8;traces;0.5;0;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;;0.013;23;51.2;0.05;0.27;;9.6;0.12;30;230;20;5;0.18;;181;;0.11;9.88;;2.32;48;27;0.16;0.17;68;57.2;
fruits. legumes. legumineuses et oleagineux;Salade feuille de chene. crue;14.3;95.8;1.13;1.03;0.5;0.6;0.3;;0.3;0.2;0.2;0.2;0.35;1.8;0.5;0.71;0;69;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;;23;33;72.1;0.04;0.82;20;12;0.19;20;280;20;9;0.18;;854;;0.08;34.8;;2.16;47;0.01;0.2;0.11;69;36.7;
fruits. legumes. legumineuses et oleagineux;Legumes pour couscous. surgeles. crus;46.5;;2.05;6.75;0.7;3.05;;;;;;;;2.53;48;0.16;0;traces;0.1;;;;;;;;;;;;;;;;;;0.12;35.6;;;0.8;;;;;;;39;;;;;;;;27.4;;;;;;;
fruits. legumes. legumineuses et oleagineux;Tomate grappe. crue;20.1;94.6;0.5;3.03;0.5;2.6;1.4;;1.2;0.2;0.2;0.2;0.35;1.5;0.5;0.53;0;0.37;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;;0.013;6.6;31.9;0.02;0.18;20;6.5;0.12;20;200;20;5;0.08;;966;;0.45;0.97;;18.2;36;0.01;0.47;0.06;0.07;15;
fruits. legumes. legumineuses et oleagineux;Salade verte. crue. sans assaisonnement;;96.1;1.01;1.5;0.1;0.83;;;;;;;0.5;1.3;;0.54;0;traces;28;0.0035;37;;;;;;0.00052;19;0.0029;0.0022;21;16;;;;0.5;46;35.3;61;61;0.64;5;15.3;0.22;23.5;260;3.23;18.3;0.18;0;2000;0.5;0.17;;;1.95;41;0.04;0.14;0.16;52;55.3;0
fruits. legumes. legumineuses et oleagineux;Banane plantain. crue;;65.3;1.28;29.6;0.39;;;;;;;;23.7;2.3;;1.19;0;traces;0.14;32;69;0;0;0;1;2;2;96;5;;;;;0;0;0;0.01;3;;81;0.6;2.5;37;traces;34;499;;4;0.14;0;457;0;0.14;0.7;;18.4;52;54;0.69;0.26;0.3;22;0
fruits. legumes. legumineuses et oleagineux;Chayote ou christophine ou chouchou. bouillie/cuite à l'eau;;93.4;0.62;2.29;0.48;;;;;;;;;2.8;;0.38;0;;86;;;;;;;;;;;;;;;;;0;0.0025;13;;0.11;0.22;;12;0.17;29;173;;1;0.31;0;;0;;;;8;26;0.04;0.42;0.41;0.12;18;0
fruits. legumes. legumineuses et oleagineux;Artichaut. cuit;;85.8;2.53;0.99;0.28;0.99;0.02;0;0.24;0;0;0.73;0;8.3;;1.21;0;traces;69;11;0.14;0;0;0;0;4;0.00045;55;0.0057;0.0029;0.11;25;;0;0;0;0.15;42.9;;82;0.67;5;44.6;0.14;73;427;10;60;0.29;0;8;0;0.19;14.8;;9.1;0.05;89;1.11;0.24;81;89;0
fruits. legumes. legumineuses et oleagineux;Asperge. bouillie/cuite à l'eau;;93.4;2.68;0.81;0.32;0.81;0.5;0;0.26;0;0;0.05;0;1.8;;0.62;0;traces;72;13;0.15;0;0;0;0;0.00094;0.0028;63;0.0056;;;;;0;0;0;21;19.9;;74;0.74;0.25;6.31;49;51.5;198;3.35;8.5;0.2;0;544;0;1.35;65.3;;16.1;0.11;0.12;1.06;0.19;0.05;142;0
fruits. legumes. legumineuses et oleagineux;Aubergine. cuite;;88.6;1.33;4.17;0.28;3.41;1.15;;1.4;;0.3;0.3;;4.3;;0.67;0;traces;52;0.07;0.12;0;0;0;0;0;1;32;12;12;0.12;0;0;0;0;0;15;20.1;;58;0.25;1;15;0.12;15;123;3.35;5.95;98;0;22;0;0.41;2.9;;1.3;76;0.02;0.6;75;86;14;0
fruits. legumes. legumineuses et oleagineux;Betterave rouge. cuite;42.8;88.3;1.44;7.13;0.4;6.7;0.6;;0.8;0.2;0.2;5.3;0.35;2.5;0.5;0.87;0;0.13;0.15;0.13;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.1;0.04;0.13;0.07;0.01;0.01;0.01;0.01;0;0.23;24;137;0.07;0.29;20;17;0.31;18;320;20;90;0.29;0;5;0;0.08;0.8;;0.5;0.015;0.01;0.1;0.14;31;12.4;0
fruits. legumes. legumineuses et oleagineux;Bette ou blette. cuite;14.7;95.3;0.7;1.23;0.5;0.8;0.3;;0.5;0.2;0.2;0.2;0.35;2.5;0.5;0.73;0;65;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.25;56;114;0.04;0.35;20;18;0.16;11;240;20;99.6;0.08;0;89.2;0.25;0.41;327;;0.5;0.015;0.01;0.1;0.17;24;43.2;0
fruits. legumes. legumineuses et oleagineux;Brocoli. cuit;;92.5;2.1;1.1;0.78;1.1;0.5;0;0.5;0.5;0.5;0.5;0.5;1.5;;0.46;0;traces;0.2;42;0.18;0;0;0;0;2;0.0025;0.11;13;35;54;0.13;0;0;0;0;98;43.3;61;0.1;0.1;10;11.2;0.1;51;125;2.58;39;0.1;0;312;0;0.9;141;;23.9;0.05;0.05;0.05;0.22;0.05;75.1;0
fruits. legumes. legumineuses et oleagineux;Carotte. appertisee. egouttee;21.9;93;0.67;3.4;0.2;2.49;;;;;;;0.47;1.75;0.13;0.82;0;0.19;57;9;92;0;0;0;0;2;1;27;1;7;78;11;0;0;0;0;0.58;25;;0.1;0.64;2;8;0.45;24;179;0.85;233;0.26;0;5330;0;0.74;9.8;;2.7;18;0.03;0.55;0.14;0.11;9;0
fruits. legumes. legumineuses et oleagineux;Carotte. cuite;18.9;93;0.55;2.6;0.1;1.3;0.5;0;0.5;0.5;0.5;1.3;0.5;2.8;0.13;0.85;0;traces;19;0.0038;57;0;0;0;0;0;0;19;0.00064;;;;;0;0;0;51;31.5;;0.1;0.1;10;7.5;0.1;18;96.4;2.97;20.2;0.1;0;3340;0;0.56;13.7;;1;0.05;0.05;0.05;0.1;0.05;23.3;0
fruits. legumes. legumineuses et oleagineux;Champignon. tout type. appertise. egoutte;24.9;91.1;1.87;2.56;0.29;2.19;;;;;;;;2.4;0.37;1.67;0;0.13;38;5;0.11;0;0;0;1;3;1;19;6;;;;;0;0;0;1.06;18.9;;0.15;0.79;2;6.65;35;66;129;2.2;425;0.51;0;0;0.2;0.01;0;;0;85;21;1.59;0.81;61;12;0
fruits. legumes. legumineuses et oleagineux;Chou de Bruxelles. cuit;;87.6;2.6;4.2;0.11;1.7;0.5;;0.5;0.5;0.5;1.7;1.5;3.2;;1.32;0;traces;23;0.0085;57;0;0;0.00067;0;0;0.00022;21;0.0011;;;;;0;0;0;24;36.2;;0.1;0.1;10;16.9;0.1;65;324;;9.7;0.1;0;209;0;0.43;140;;56.4;0.05;0.06;0.72;0.27;0.06;113;0
fruits. legumes. legumineuses et oleagineux;Chou vert. cuit;;93.9;1.03;3.04;0.45;2.79;1.16;0;1.62;0;0;0;0.5;2.4;;0.41;0;traces;0.14;13;33;0;0;0;0;0;0.0014;83;15;13;11;22;;0;0;0;98;69.7;61;98;0.28;1.45;15.1;0.18;33;190;3.56;39;0.22;0;48;0;0.14;109;;27.3;56;29;0.14;0.17;0.13;38;0
fruits. legumes. legumineuses et oleagineux;Choufleur. cuit;20.9;93.7;1.6;1.6;0.46;1.59;0.5;;0.5;0.5;0.5;0.5;0.5;2;15;0.45;0;traces;97;32;0.22;0;0;0;0;0.00028;0.00074;77;12;32;45;0.15;;0;0;0;17;19.2;61;0.05;0.31;5;12.9;0.12;34;238;10;39;0.22;0;50;0;0.07;13.8;;9.7;0.05;0.05;0.21;0.23;0.05;78.8;0
fruits. legumes. legumineuses et oleagineux;Coeur de palmier. appertise. egoutte;;90.2;2.45;4.03;0.5;1.5;;;;;;;;2.32;;1.63;0;traces;0.13;0.1;0.2;;;;;;;0.11;16;;;;;;;0;0.81;58;;0.13;3.13;0.5;38;1.39;65;177;;316;1.15;0;;0;;;;7.9;11;57;0.44;0.13;22;39;0
fruits. legumes. legumineuses et oleagineux;Courgette. pulpe et peau. cuite;15.5;93.8;0.93;1.4;0.36;1.39;0.5;;0.5;0.5;0.5;0.5;0.5;1.5;0.0088;0.7;0;traces;0.1;29;0.15;0;0;0;0;0;0.00086;83;0.0059;0.0046;41;0.11;;0;0;0;98;19.3;61;85;0.32;5;22.3;89;65;238;10;39;0.22;0;173;0;0.12;4.2;;2.9;0.05;0.05;0.05;0.05;0.05;32.8;0
fruits. legumes. legumineuses et oleagineux;Celeri branche. cuit;;94.1;0.83;1.2;0.16;1.2;0.52;;0.56;0;0;0.11;;1.6;;0.9;0;traces;0.04;0.03;75;0;0;0;0;0;1;35;4;;;;;0;0;0;0.23;53.3;;59;0.42;0.3;9;0.11;25;284;2.58;91;77;0;313;0;0.35;37.8;;6.1;23;0.07;0.37;0.32;86;33;0
fruits. legumes. legumineuses et oleagineux;Celerirave. cuit;;90.1;1.3;4.6;0.86;2.8;0.5;;1.1;0.5;0.5;1.7;0.5;2.6;;0.82;0;traces;;;;;;;;;;;;;;;;;;0;0.15;52.4;;0.12;0.32;10;15.1;0.27;58;306;;58.2;0.24;0;50;0;0.22;;;2.7;0.05;0.05;0.92;0.41;0.07;67.4;0
fruits. legumes. legumineuses et oleagineux;epinard. cuit;;92.8;3.2;0.5;0.14;0.47;0.5;;0.5;0.5;0.5;0.5;0.5;2.7;;1.2;0;traces;43;0.0036;65;0;0;0;0;0;6;33;3;;;;;0;0;0;69;140;;0.1;2.14;10;54.4;0.43;40;396;10;27.6;0.65;0;1610;0;2.4;494;;2.1;0.05;0.1;0.24;0.05;0.06;125;0
fruits. legumes. legumineuses et oleagineux;"Haricot mungo germe ou pousse de ""soja"". appertise. egoutte";;95.8;1.71;2.36;0.12;1.78;;;;;;;0.4;1.63;;0.52;0;traces;58;8;0.02;0;0;0;0;0;0;11;3;;;;;0;0;0;0.35;13.4;;47;0.26;2.55;7.53;39;26;31.5;10;141;0.11;0;2;0;65;13.4;;0.65;25;0.05;0.21;0.14;31;26;0
fruits. legumes. legumineuses et oleagineux;Haricot vert. cuit;29.4;89.3;2;3;0.17;1;0.5;;0.5;0.5;0.5;0.5;1.94;4;62;0.69;0;traces;42;0.0072;87;0;0;0;0;0.00044;0.00052;35;6;0.0072;0.04;47;;0;0;0;0.4;55.3;11;81;0.6;5;22.3;0.19;36;174;10;5.8;0.2;0;137;0;0.45;16;;5;0.05;0.08;0.34;0.05;0.05;33;0
fruits. legumes. legumineuses et oleagineux;Navet. cuit;;93.4;0.9;3.8;0.2;2.9;1.3;;1.6;0.5;0.5;0.5;0.5;2.2;;0.54;0;traces;8;5;42;0;0;0;0;0;0;0.0071;0.00089;;;;;0;0;0;73;37.3;;45;0.11;10;8.75;45;26;237;10;29;99;0;50;0;0.02;0.1;;5.6;0.05;0.05;0.05;0.21;0.06;9;0
fruits. legumes. legumineuses et oleagineux;Oignon. cuit;;90.4;1.3;6.2;0.2;4;1.5;0;1.3;0.5;0.5;1.2;0.5;1.4;;0.5;0;traces;24;0.02;56;0;0;0;0;0;1;21;0.0015;;;;;0;0;0;21;29.2;;77;0.21;1;13;0.12;44;220;10;8.4;0.19;0;50;0;15;0.4;;2.1;0.05;0.05;0.05;0.13;0.09;21;0
fruits. legumes. legumineuses et oleagineux;Petits pois. appertises. egouttes;81.5;79.5;5.12;10.7;0.8;3.59;0.05;0.14;0.17;0;0.04;2.6;4.04;5.75;0.29;1.1;0;traces;0.15;66;0.41;0;0;0;0;0;0;0.13;15;61;0.34;0.07;0;0;0;0;0.64;20.6;510;79;1.29;0.9;16.3;0.17;73.1;71.5;3.35;257;0.42;0;514;0;0.21;53.4;;6.9;0.12;59;0.89;0.2;53;26.5;0
fruits. legumes. legumineuses et oleagineux;Petits pois. cuits;;82.9;5.8;4.7;0.87;1.8;0.5;0;0.5;0.5;0.5;1.7;2.8;5.8;;0.95;0;traces;0.21;19;0.1;0;0;0;0;0;0.0042;0.16;31;19;88;14;;0;0;0;18;32.7;243;0.14;1.17;5;31.9;0.32;96;135;10;7.1;0.8;0;414;0;0.1;25.9;;1.8;0.13;0.05;0.4;0.05;0.05;65.6;0
fruits. legumes. legumineuses et oleagineux;Poireau. cuit;;92;1.1;3;0.2;2.11;0.6;;0.5;0.5;0.5;0.5;0.5;3.2;;0.41;0;traces;27;3;0.11;;;;;;;25;1;;;;;;;0;15;25.6;;0.12;0.34;10;8.45;75;20;151;10;5.8;0.1;0;94;0;0.5;25.4;;1.3;0.05;0.05;0.05;0.05;0.06;21.2;0
fruits. legumes. legumineuses et oleagineux;Potiron. appertise. egoutte;;90;1.1;5.19;0.28;3.3;;;;;;;;2.9;;0.89;0;traces;0.15;37;15;;;;;3;18;0.1;8;;;;;;;0;0.6;26;;0.11;1.39;0.7;23;0.15;35;206;;241;0.17;0;6940;0;1.06;16;;4.2;24;54;0.37;0.4;56;12;0
fruits. legumes. legumineuses et oleagineux;Salsifis. cuit;;;2.73;12.3;0.17;2.9;;;;;;;;3.1;;0.74;0;traces;41;3;74;0;0;0;0;0;3;35;2;;;;;0;0;0;0.04;47;;0.07;0.55;0.2;18;0.21;56;283;;16;0.3;0;0;0;0.19;0.3;;4.6;56;0.17;0.39;0.28;0.22;15;0
fruits. legumes. legumineuses et oleagineux;Tomate. pelee. appertisee. egouttee;18.3;94.4;1.07;1.89;0.28;1.88;1.01;0;0.87;0;0.1;0.13;;1.27;0.0075;0.66;0;0.46;45;38;0.13;0;0;0;0;0;0;37;8;34;0.11;12;0;0;0;0;0.28;21.1;;0.06;0.77;0.2;9.2;73;18;190;2.2;112;0.11;0;245;0;0.67;2.6;;12;0.31;55;0.64;0.17;0.11;16;0
fruits. legumes. legumineuses et oleagineux;Maes doux. en epis. cuit;;73.4;3.41;18.6;1.5;4.54;0.79;0;0.84;0;0.17;2.74;;2.4;;0.71;0;traces;0.2;0.37;0.6;0;0;0;0;0;0;0.19;12;;;;;0;0;0;0.0025;3;;49;0.45;1;26;0.17;77;218;traces;1;0.62;0;66;0;0.09;0.4;;5.5;93;57;1.68;0.79;0.14;23;0
